year,type,continent,country,value,adj_value
1985,Exports,Europe,Portugal,694.5,1529.8446
1985,Exports,Europe,Italy,4625.2,10188.39056
1985,Exports,Europe,Yugoslavia (former),594.7,1310.00516
1985,Exports,Europe,Greece,497.8,1096.55384
1985,Exports,Asia,Turkey,1294.6,2851.74488
1985,Exports,Asia,Iran,73.9,162.78692
1985,Exports,Asia,Israel,2579.6,5682.34288
1985,Exports,Asia,Kuwait,550.6,1212.86168
1985,Exports,Asia,Saudi Arabia,4474.3,9855.98804
1985,Exports,Asia,United Arab Emirates,596.5,1313.9702
1985,Exports,Asia,Bahrain,107,235.6996
1985,Exports,Asia,India,1641.9,3616.77732
1985,Exports,Asia,Pakistan,1041.7,2294.65676
1985,Exports,Asia,Bangladesh,218.9,482.19292
1985,Exports,Asia,Sri Lanka,72.8,160.36384
1985,Exports,Asia,Thailand,849.1,1870.39748
1985,Exports,Asia,Malaysia,1539.2,3390.54976
1985,Exports,Asia,Singapore,3475.6,7656.05168
1985,Exports,Asia,Indonesia,795,1751.226
1985,Exports,Asia,Philippines,1379.3,3038.32204
1985,Exports,Asia,Macau,1.1,2.42308
1985,Exports,Asia,China,3855.7,8493.33596
1985,Exports,Asia,Korea South,5956.3,13120.53764
1985,Exports,Asia,Hong Kong,2785.9,6136.78052
1985,Exports,Asia,Taiwan,4700,10353.16
1985,Exports,Asia,Japan,22630.9,49851.34652
1985,Exports,Australia,Australia,5440.4,11984.11312
1985,Exports,Australia,New Zealand,727.5,1602.537
1985,Exports,Africa,Algeria,430.1,947.42428
1985,Exports,Africa,Egypt,2322.6,5116.22328
1985,Exports,Africa,Cote d'Ivoire,69.7,153.53516
1985,Exports,Africa,Nigeria,675.7,1488.43196
1985,Exports,Africa,Gabon,91.2,200.89536
1985,Exports,Africa,Angola,136.9,301.56332
1985,Exports,Africa,Congo (Brazzaville),19.4,42.73432
1985,Exports,Africa,Congo (Kinshasa),101.5,223.5842
1985,Exports,Africa,South Africa,1205,2654.374
